clause_id,clause_text,jurisdiction,clause_type,monthly_rent_bracket,legal_basis,risk_label,label_source,rationale,monthly_rent_bracket_raw,legal_basis_raw,flagged_for_review
DEL-PH-003-V2,"Tenant shall return the premises in substantially the condition documented at move-in, subject to ordinary wear and tear.",delhi,possession_handover,above_3500,statutory,High Risk,synthetic_augmented_v2,Unreasonable automatic deductions or refusal to acknowledge possession creates significant dispute risk.,"₹15,001–₹30,000",statutory,True
DEL-PH-004-V2,Landlord shall provide keys and access cards on the possession date.,delhi,possession_handover,above_3500,market_convention,Caution,synthetic_augmented_v2,"The clause should be read with the deposit, maintenance, and termination provisions.",">₹30,000",market_deviation,False
DEL-PH-005-V2,An inventory of furniture and appliances shall be signed by both parties at move-in.,delhi,possession_handover,le_3500,market_convention,Safe,synthetic_augmented_v2,"Documented handover, inventories, meter readings, and photographs improve evidence quality.","≤₹3,500",contractual,False
DEL-PH-006-V2,Tenant shall remove personal belongings before the agreed handover date. The parties shall treat this provision as part of the executed tenancy terms.,delhi,possession_handover,above_3500,general_law,Caution,synthetic_augmented_v2,Handover obligations are mainly contractual but can affect deposit and possession disputes.,"₹3,501–₹15,000",general_law,False
DEL-PH-007-V2,Landlord may refuse to acknowledge possession until the premises are repainted regardless of condition.,delhi,possession_handover,above_3500,statutory,High Risk,synthetic_augmented_v2,Unreasonable automatic deductions or refusal to acknowledge possession creates significant dispute risk.,"₹15,001–₹30,000",statutory,True
DEL-PH-008-V2,Move-out inspection shall be scheduled with reasonable notice.,delhi,possession_handover,above_3500,market_convention,Caution,synthetic_augmented_v2,"The clause should be read with the deposit, maintenance, and termination provisions.",">₹30,000",market_deviation,False
DEL-PH-009-V2,Any missing fixture shall be identified against the signed inventory before a deduction is claimed.,delhi,possession_handover,le_3500,market_convention,Safe,synthetic_augmented_v2,"Documented handover, inventories, meter readings, and photographs improve evidence quality.","≤₹3,500",contractual,False
DEL-PH-010-V2,"Tenant shall return all keys, remotes, and access cards at final handover.",delhi,possession_handover,above_3500,general_law,Caution,synthetic_augmented_v2,Handover obligations are mainly contractual but can affect deposit and possession disputes.,"₹3,501–₹15,000",general_law,False
DEL-PH-011-V2,Landlord shall record the condition of the premises using photographs where appropriate.,delhi,possession_handover,above_3500,statutory,High Risk,synthetic_augmented_v2,Unreasonable automatic deductions or refusal to acknowledge possession creates significant dispute risk.,"₹15,001–₹30,000",statutory,True
DEL-PH-012-V2,Possession shall not be treated as delivered merely because the tenant has stopped residing there.,delhi,possession_handover,above_3500,market_convention,Caution,synthetic_augmented_v2,"The clause should be read with the deposit, maintenance, and termination provisions.",">₹30,000",market_deviation,False
DEL-PH-013-V2,Final handover shall include a written confirmation of the date on which vacant possession was delivered.,delhi,possession_handover,le_3500,market_convention,Safe,synthetic_augmented_v2,"Documented handover, inventories, meter readings, and photographs improve evidence quality.","≤₹3,500",contractual,False
DEL-PH-014-V2,Tenant shall provide final meter readings to the landlord.,delhi,possession_handover,above_3500,general_law,Caution,synthetic_augmented_v2,Handover obligations are mainly contractual but can affect deposit and possession disputes.,"₹3,501–₹15,000",general_law,False
DEL-PH-015-V2,Landlord shall provide a move-out statement identifying known deductions from the deposit.,delhi,possession_handover,above_3500,statutory,High Risk,synthetic_augmented_v2,Unreasonable automatic deductions or refusal to acknowledge possession creates significant dispute risk.,"₹15,001–₹30,000",statutory,True
DEL-PH-016-V2,Normal deterioration from ordinary residential use shall not automatically be treated as damage.,delhi,possession_handover,above_3500,market_convention,Caution,synthetic_augmented_v2,"The clause should be read with the deposit, maintenance, and termination provisions.",">₹30,000",market_deviation,False
DEL-PH-017-V2,Any abandoned property shall be handled according to the agreed procedure and applicable law.,delhi,possession_handover,le_3500,market_convention,Safe,synthetic_augmented_v2,"Documented handover, inventories, meter readings, and photographs improve evidence quality.","≤₹3,500",contractual,False
DEL-PH-018-V2,"Tenant shall return landlord-owned appliances in reasonable working condition, subject to ordinary wear.",delhi,possession_handover,above_3500,general_law,Caution,synthetic_augmented_v2,Handover obligations are mainly contractual but can affect deposit and possession disputes.,"₹3,501–₹15,000",general_law,False
DEL-PH-019-V2,Landlord may require cleaning reasonably necessary to return the premises to the documented move-in standard.,delhi,possession_handover,above_3500,statutory,High Risk,synthetic_augmented_v2,Unreasonable automatic deductions or refusal to acknowledge possession creates significant dispute risk.,"₹15,001–₹30,000",statutory,True
DEL-PH-020-V2,The agreement does not specify who attends the final inspection.,delhi,possession_handover,above_3500,market_convention,Caution,synthetic_augmented_v2,"The clause should be read with the deposit, maintenance, and termination provisions.",">₹30,000",market_deviation,False
DEL-PH-021-V2,Tenant shall not be charged for pre-existing defects documented at move-in.,delhi,possession_handover,le_3500,market_convention,Safe,synthetic_augmented_v2,"Documented handover, inventories, meter readings, and photographs improve evidence quality.","≤₹3,500",contractual,False
DEL-PH-022-V2,Keys handed to the landlord shall be acknowledged in writing.,delhi,possession_handover,above_3500,general_law,Caution,synthetic_augmented_v2,Handover obligations are mainly contractual but can affect deposit and possession disputes.,"₹3,501–₹15,000",general_law,False
DEL-PH-023-V2,Final utility reconciliation may occur after handover if the relevant bill is not yet available.,delhi,possession_handover,above_3500,statutory,High Risk,synthetic_augmented_v2,Unreasonable automatic deductions or refusal to acknowledge possession creates significant dispute risk.,"₹15,001–₹30,000",statutory,True
DEL-PH-024-V2,Possession records shall identify any outstanding repair or maintenance issue.,delhi,possession_handover,above_3500,market_convention,Caution,synthetic_augmented_v2,"The clause should be read with the deposit, maintenance, and termination provisions.",">₹30,000",market_deviation,False
DEL-PH-025-V2,Tenant shall not remove fixtures belonging to the landlord.,delhi,possession_handover,le_3500,market_convention,Safe,synthetic_augmented_v2,"Documented handover, inventories, meter readings, and photographs improve evidence quality.","≤₹3,500",contractual,False
DEL-PH-026,Landlord shall provide access to the tenant on the agreed possession date unless a documented delay occurs.,delhi,possession_handover,above_3500,general_law,Caution,synthetic_augmented_v2,Handover obligations are mainly contractual but can affect deposit and possession disputes.,"₹3,501–₹15,000",general_law,False
DEL-PH-027,Move-in condition should be distinguished from the landlord's later repair obligations.,delhi,possession_handover,above_3500,statutory,High Risk,synthetic_augmented_v2,Unreasonable automatic deductions or refusal to acknowledge possession creates significant dispute risk.,"₹15,001–₹30,000",statutory,True
DEL-PH-028,Final handover shall occur after removal of tenant property and completion of the agreed inspection.,delhi,possession_handover,above_3500,market_convention,Caution,synthetic_augmented_v2,"The clause should be read with the deposit, maintenance, and termination provisions.",">₹30,000",market_deviation,False
DEL-PH-029,An unsigned inventory creates evidence risk concerning the original condition of fixtures.,delhi,possession_handover,le_3500,market_convention,Safe,synthetic_augmented_v2,"Documented handover, inventories, meter readings, and photographs improve evidence quality.","≤₹3,500",contractual,False
DEL-PH-030,Tenant shall return the premises free of personal waste and movable belongings.,delhi,possession_handover,above_3500,general_law,Caution,synthetic_augmented_v2,Handover obligations are mainly contractual but can affect deposit and possession disputes.,"₹3,501–₹15,000",general_law,False
DEL-PH-031,Landlord may not treat ordinary paint fading as automatic tenant damage without considering condition and wear.,delhi,possession_handover,above_3500,statutory,High Risk,synthetic_augmented_v2,Unreasonable automatic deductions or refusal to acknowledge possession creates significant dispute risk.,"₹15,001–₹30,000",statutory,True
DEL-PH-032,Any deduction related to damage should be connected to the handover record.,delhi,possession_handover,above_3500,market_convention,Caution,synthetic_augmented_v2,"The clause should be read with the deposit, maintenance, and termination provisions.",">₹30,000",market_deviation,False
DEL-PH-033,The agreement specifies possession delivery but not the date on which keys are transferred.,delhi,possession_handover,le_3500,market_convention,Safe,synthetic_augmented_v2,"Documented handover, inventories, meter readings, and photographs improve evidence quality.","≤₹3,500",contractual,False
DEL-PH-034,Both parties shall retain a copy of the final handover record.,delhi,possession_handover,above_3500,general_law,Caution,synthetic_augmented_v2,Handover obligations are mainly contractual but can affect deposit and possession disputes.,"₹3,501–₹15,000",general_law,False
DEL-PH-035,"Clear handover records reduce disputes about possession, condition, keys, and deposit deductions.",delhi,possession_handover,above_3500,statutory,High Risk,synthetic_augmented_v2,Unreasonable automatic deductions or refusal to acknowledge possession creates significant dispute risk.,"₹15,001–₹30,000",statutory,True
DEL-SE-132-V3,"Tenant shall pay a refundable security deposit of 1 months' rent, refundable within 90 days of vacating.",delhi,security_deposit,le_3500,general_law,Safe,synthetic_augmented_v3,Synthetic clause generated for dataset expansion; heuristic risk assignment.,le_3500,general_law,False
DEL-SE-325-V3,"Tenant shall pay a refundable security deposit of 2 months' rent, refundable within 15 days of vacating.",delhi,security_deposit,above_3500,market_convention,Safe,synthetic_augmented_v3,Synthetic clause generated for dataset expansion; heuristic risk assignment.,above_3500,market_convention,False
DEL-SE-881-V3,"Deposit shall be returned within 30 days after handover, subject to documented deductions.",delhi,security_deposit,le_3500,statutory,Caution,synthetic_augmented_v3,Synthetic clause generated for dataset expansion; heuristic risk assignment.,le_3500,statutory,False
DEL-SE-649-V3,Landlord may deduct from the deposit for repairs without providing invoices.,delhi,security_deposit,le_3500,general_law,Caution,synthetic_augmented_v3,Synthetic clause generated for dataset expansion; heuristic risk assignment.,le_3500,general_law,False
DEL-SE-891-V3,"Tenant shall pay a refundable security deposit of 7 months' rent, refundable within 7 days of vacating.",delhi,security_deposit,le_3500,general_law,Safe,synthetic_augmented_v3,Synthetic clause generated for dataset expansion; heuristic risk assignment.,le_3500,general_law,False
DEL-SE-314-V3,Landlord may deduct from the deposit for utility bills without providing invoices.,delhi,security_deposit,le_3500,general_law,Caution,synthetic_augmented_v3,Synthetic clause generated for dataset expansion; heuristic risk assignment.,le_3500,general_law,False
DEL-SE-376-V3,Landlord may deduct from the deposit for cleaning without providing invoices.,delhi,security_deposit,above_3500,market_convention,Caution,synthetic_augmented_v3,Synthetic clause generated for dataset expansion; heuristic risk assignment.,above_3500,market_convention,False
DEL-SE-374-V3,Tenant authorizes the landlord to retain the entire deposit for any breach.,delhi,security_deposit,above_3500,market_convention,Safe,synthetic_augmented_v3,Synthetic clause generated for dataset expansion; heuristic risk assignment.,above_3500,market_convention,False
DEL-SE-352-V3,"Tenant shall pay a refundable security deposit of 4 months' rent, refundable within 60 days of vacating.",delhi,security_deposit,le_3500,statutory,Safe,synthetic_augmented_v3,Synthetic clause generated for dataset expansion; heuristic risk assignment.,le_3500,statutory,False
DEL-SE-710-V3,The security deposit shall be 9 months' rent and may be adjusted against unpaid rent only after a written statement.,delhi,security_deposit,above_3500,market_convention,Caution,synthetic_augmented_v3,Synthetic clause generated for dataset expansion; heuristic risk assignment.,above_3500,market_convention,False
DEL-SE-887-V3,"Tenant shall pay a refundable security deposit of 7 months' rent, refundable within 45 days of vacating.",delhi,security_deposit,above_3500,market_convention,Safe,synthetic_augmented_v3,Synthetic clause generated for dataset expansion; heuristic risk assignment.,above_3500,market_convention,False
DEL-SE-208-V3,Landlord may deduct from the deposit for damage without providing invoices.,delhi,security_deposit,le_3500,general_law,Caution,synthetic_augmented_v3,Synthetic clause generated for dataset expansion; heuristic risk assignment.,le_3500,general_law,False
DEL-SE-586-V3,The security deposit shall be 1 months' rent and may be adjusted against unpaid rent only after a written statement.,delhi,security_deposit,le_3500,statutory,Caution,synthetic_augmented_v3,Synthetic clause generated for dataset expansion; heuristic risk assignment.,le_3500,statutory,False
DEL-SE-980-V3,The security deposit shall be 2 months' rent and may be adjusted against unpaid rent only after a written statement.,delhi,security_deposit,le_3500,statutory,Caution,synthetic_augmented_v3,Synthetic clause generated for dataset expansion; heuristic risk assignment.,le_3500,statutory,False
DEL-SE-845-V3,"Tenant shall pay a refundable security deposit of 11 months' rent, refundable within 45 days of vacating.",delhi,security_deposit,le_3500,statutory,Safe,synthetic_augmented_v3,Synthetic clause generated for dataset expansion; heuristic risk assignment.,le_3500,statutory,False
DEL-SE-258-V3,"Tenant shall pay a refundable security deposit of 3 months' rent, refundable within 45 days of vacating.",delhi,security_deposit,above_3500,market_convention,Safe,synthetic_augmented_v3,Synthetic clause generated for dataset expansion; heuristic risk assignment.,above_3500,market_convention,False
DEL-SE-614-V3,The security deposit shall be 5 months' rent and may be adjusted against unpaid rent only after a written statement.,delhi,security_deposit,above_3500,market_convention,Caution,synthetic_augmented_v3,Synthetic clause generated for dataset expansion; heuristic risk assignment.,above_3500,market_convention,False
DEL-SE-367-V3,The security deposit shall be 7 months' rent and may be adjusted against unpaid rent only after a written statement.,delhi,security_deposit,above_3500,market_convention,Caution,synthetic_augmented_v3,Synthetic clause generated for dataset expansion; heuristic risk assignment.,above_3500,market_convention,False
DEL-SE-423-V3,The security deposit shall be 11 months' rent and may be adjusted against unpaid rent only after a written statement.,delhi,security_deposit,above_3500,market_convention,Caution,synthetic_augmented_v3,Synthetic clause generated for dataset expansion; heuristic risk assignment.,above_3500,market_convention,False
DEL-SE-235-V3,"Tenant shall pay a refundable security deposit of 1 months' rent, refundable within 45 days of vacating.",delhi,security_deposit,above_3500,market_convention,Safe,synthetic_augmented_v3,Synthetic clause generated for dataset expansion; heuristic risk assignment.,above_3500,market_convention,False
DEL-SE-308-V3,"Tenant shall pay a refundable security deposit of 2 months' rent, refundable within 90 days of vacating.",delhi,security_deposit,above_3500,market_convention,Safe,synthetic_augmented_v3,Synthetic clause generated for dataset expansion; heuristic risk assignment.,above_3500,market_convention,False
DEL-SE-440-V3,"Deposit shall be returned within 90 days after handover, subject to documented deductions.",delhi,security_deposit,le_3500,general_law,Caution,synthetic_augmented_v3,Synthetic clause generated for dataset expansion; heuristic risk assignment.,le_3500,general_law,False
DEL-SE-385-V3,"Deposit shall be returned within 15 days after handover, subject to documented deductions.",delhi,security_deposit,le_3500,general_law,Caution,synthetic_augmented_v3,Synthetic clause generated for dataset expansion; heuristic risk assignment.,le_3500,general_law,False
DEL-SE-282-V3,"Tenant shall pay a refundable security deposit of 5 months' rent, refundable within 30 days of vacating.",delhi,security_deposit,above_3500,market_convention,Safe,synthetic_augmented_v3,Synthetic clause generated for dataset expansion; heuristic risk assignment.,above_3500,market_convention,False
DEL-SE-925-V3,"Deposit shall be returned within 60 days after handover, subject to documented deductions.",delhi,security_deposit,le_3500,general_law,Caution,synthetic_augmented_v3,Synthetic clause generated for dataset expansion; heuristic risk assignment.,le_3500,general_law,False
DEL-SE-408-V3,"Deposit shall be returned within 45 days after handover, subject to documented deductions.",delhi,security_deposit,le_3500,general_law,Caution,synthetic_augmented_v3,Synthetic clause generated for dataset expansion; heuristic risk assignment.,le_3500,general_law,False
DEL-SE-576-V3,"Deposit shall be returned within 7 days after handover, subject to documented deductions.",delhi,security_deposit,above_3500,market_convention,Caution,synthetic_augmented_v3,Synthetic clause generated for dataset expansion; heuristic risk assignment.,above_3500,market_convention,False
DEL-SE-524-V3,The security deposit shall be 4 months' rent and may be adjusted against unpaid rent only after a written statement.,delhi,security_deposit,above_3500,market_convention,Caution,synthetic_augmented_v3,Synthetic clause generated for dataset expansion; heuristic risk assignment.,above_3500,market_convention,False
DEL-SE-920-V3,"Tenant shall pay a refundable security deposit of 2 months' rent, refundable within 45 days of vacating.",delhi,security_deposit,le_3500,general_law,Safe,synthetic_augmented_v3,Synthetic clause generated for dataset expansion; heuristic risk assignment.,le_3500,general_law,False
DEL-NO-445-V3,"The agreement has a 8-month lock-in, during which tenant may not terminate.",delhi,notice_lockin,above_3500,market_convention,Caution,synthetic_augmented_v3,Synthetic clause generated for dataset expansion; heuristic risk assignment.,above_3500,market_convention,False
DEL-NO-458-V3,Early termination by tenant will incur a penalty of 5 months' rent.,delhi,notice_lockin,le_3500,general_law,Safe,synthetic_augmented_v3,Synthetic clause generated for dataset expansion; heuristic risk assignment.,le_3500,general_law,False
DEL-NO-344-V3,"The agreement has a 11-month lock-in, during which tenant may not terminate.",delhi,notice_lockin,le_3500,general_law,Caution,synthetic_augmented_v3,Synthetic clause generated for dataset expansion; heuristic risk assignment.,le_3500,general_law,False
DEL-NO-419-V3,"Tenant must give 60 days' notice, while landlord may terminate with 60 days' notice.",delhi,notice_lockin,le_3500,general_law,Caution,synthetic_augmented_v3,Synthetic clause generated for dataset expansion; heuristic risk assignment.,le_3500,general_law,False
DEL-NO-813-V3,The lock-in period shall not apply if the landlord fails to provide essential services.,delhi,notice_lockin,le_3500,general_law,Caution,synthetic_augmented_v3,Synthetic clause generated for dataset expansion; heuristic risk assignment.,le_3500,general_law,False
DEL-NO-170-V3,"Tenant must give 60 days' notice, while landlord may terminate with 7 days' notice.",delhi,notice_lockin,above_3500,market_convention,Caution,synthetic_augmented_v3,Synthetic clause generated for dataset expansion; heuristic risk assignment.,above_3500,market_convention,False
DEL-NO-730-V3,"Tenant must give 45 days' notice, while landlord may terminate with 90 days' notice.",delhi,notice_lockin,above_3500,market_convention,Caution,synthetic_augmented_v3,Synthetic clause generated for dataset expansion; heuristic risk assignment.,above_3500,market_convention,False
DEL-NO-286-V3,"Tenant must give 15 days' notice, while landlord may terminate with 45 days' notice.",delhi,notice_lockin,above_3500,market_convention,Caution,synthetic_augmented_v3,Synthetic clause generated for dataset expansion; heuristic risk assignment.,above_3500,market_convention,False
DEL-NO-187-V3,Early termination by tenant will incur a penalty of 4 months' rent.,delhi,notice_lockin,le_3500,general_law,Safe,synthetic_augmented_v3,Synthetic clause generated for dataset expansion; heuristic risk assignment.,le_3500,general_law,False
DEL-NO-911-V3,"The agreement has a 12-month lock-in, during which tenant may not terminate.",delhi,notice_lockin,above_3500,market_convention,Caution,synthetic_augmented_v3,Synthetic clause generated for dataset expansion; heuristic risk assignment.,above_3500,market_convention,False
DEL-NO-584-V3,Either party may terminate with 30 days' written notice.,delhi,notice_lockin,above_3500,market_convention,Caution,synthetic_augmented_v3,Synthetic clause generated for dataset expansion; heuristic risk assignment.,above_3500,market_convention,False
DEL-NO-296-V3,"Tenant must give 30 days' notice, while landlord may terminate with 15 days' notice.",delhi,notice_lockin,le_3500,general_law,Caution,synthetic_augmented_v3,Synthetic clause generated for dataset expansion; heuristic risk assignment.,le_3500,general_law,False
DEL-NO-814-V3,"The agreement has a 6-month lock-in, during which tenant may not terminate.",delhi,notice_lockin,above_3500,market_convention,Caution,synthetic_augmented_v3,Synthetic clause generated for dataset expansion; heuristic risk assignment.,above_3500,market_convention,False
DEL-NO-175-V3,Early termination by tenant will incur a penalty of 6 months' rent.,delhi,notice_lockin,above_3500,market_convention,Safe,synthetic_augmented_v3,Synthetic clause generated for dataset expansion; heuristic risk assignment.,above_3500,market_convention,False
DEL-NO-980-V3,Either party may terminate with 45 days' written notice.,delhi,notice_lockin,above_3500,market_convention,Caution,synthetic_augmented_v3,Synthetic clause generated for dataset expansion; heuristic risk assignment.,above_3500,market_convention,False
DEL-NO-561-V3,"Tenant must give 7 days' notice, while landlord may terminate with 15 days' notice.",delhi,notice_lockin,above_3500,market_convention,Caution,synthetic_augmented_v3,Synthetic clause generated for dataset expansion; heuristic risk assignment.,above_3500,market_convention,False
DEL-NO-763-V3,Either party may terminate with 15 days' written notice.,delhi,notice_lockin,le_3500,general_law,Caution,synthetic_augmented_v3,Synthetic clause generated for dataset expansion; heuristic risk assignment.,le_3500,general_law,False
DEL-NO-549-V3,"The agreement has a 5-month lock-in, during which tenant may not terminate.",delhi,notice_lockin,above_3500,market_convention,Caution,synthetic_augmented_v3,Synthetic clause generated for dataset expansion; heuristic risk assignment.,above_3500,market_convention,False
DEL-NO-548-V3,Either party may terminate with 90 days' written notice.,delhi,notice_lockin,above_3500,market_convention,Caution,synthetic_augmented_v3,Synthetic clause generated for dataset expansion; heuristic risk assignment.,above_3500,market_convention,False
DEL-NO-790-V3,Either party may terminate with 7 days' written notice.,delhi,notice_lockin,le_3500,general_law,Caution,synthetic_augmented_v3,Synthetic clause generated for dataset expansion; heuristic risk assignment.,le_3500,general_law,False
DEL-NO-395-V3,"Tenant must give 30 days' notice, while landlord may terminate with 30 days' notice.",delhi,notice_lockin,above_3500,market_convention,Caution,synthetic_augmented_v3,Synthetic clause generated for dataset expansion; heuristic risk assignment.,above_3500,market_convention,False
DEL-NO-985-V3,Early termination by tenant will incur a penalty of 9 months' rent.,delhi,notice_lockin,above_3500,market_convention,Safe,synthetic_augmented_v3,Synthetic clause generated for dataset expansion; heuristic risk assignment.,above_3500,market_convention,False
DEL-NO-453-V3,"Tenant must give 30 days' notice, while landlord may terminate with 7 days' notice.",delhi,notice_lockin,above_3500,market_convention,Caution,synthetic_augmented_v3,Synthetic clause generated for dataset expansion; heuristic risk assignment.,above_3500,market_convention,False
DEL-NO-339-V3,"Tenant must give 60 days' notice, while landlord may terminate with 45 days' notice.",delhi,notice_lockin,above_3500,market_convention,Caution,synthetic_augmented_v3,Synthetic clause generated for dataset expansion; heuristic risk assignment.,above_3500,market_convention,False
DEL-NO-137-V3,Early termination by tenant will incur a penalty of 1 months' rent.,delhi,notice_lockin,above_3500,market_convention,Safe,synthetic_augmented_v3,Synthetic clause generated for dataset expansion; heuristic risk assignment.,above_3500,market_convention,False
DEL-NO-115-V3,"The agreement has a 9-month lock-in, during which tenant may not terminate.",delhi,notice_lockin,above_3500,market_convention,Caution,synthetic_augmented_v3,Synthetic clause generated for dataset expansion; heuristic risk assignment.,above_3500,market_convention,False
DEL-NO-765-V3,"The agreement has a 7-month lock-in, during which tenant may not terminate.",delhi,notice_lockin,above_3500,market_convention,Caution,synthetic_augmented_v3,Synthetic clause generated for dataset expansion; heuristic risk assignment.,above_3500,market_convention,False
DEL-NO-147-V3,Early termination by tenant will incur a penalty of 2 months' rent.,delhi,notice_lockin,le_3500,general_law,Safe,synthetic_augmented_v3,Synthetic clause generated for dataset expansion; heuristic risk assignment.,le_3500,general_law,False
DEL-NO-609-V3,Early termination by tenant will incur a penalty of 10 months' rent.,delhi,notice_lockin,le_3500,general_law,Safe,synthetic_augmented_v3,Synthetic clause generated for dataset expansion; heuristic risk assignment.,le_3500,general_law,False
DEL-NO-950-V3,"Tenant must give 45 days' notice, while landlord may terminate with 15 days' notice.",delhi,notice_lockin,above_3500,market_convention,Caution,synthetic_augmented_v3,Synthetic clause generated for dataset expansion; heuristic risk assignment.,above_3500,market_convention,False
DEL-NO-370-V3,"The agreement has a 4-month lock-in, during which tenant may not terminate.",delhi,notice_lockin,le_3500,general_law,Caution,synthetic_augmented_v3,Synthetic clause generated for dataset expansion; heuristic risk assignment.,le_3500,general_law,False
DEL-NO-604-V3,Early termination by tenant will incur a penalty of 12 months' rent.,delhi,notice_lockin,above_3500,market_convention,Safe,synthetic_augmented_v3,Synthetic clause generated for dataset expansion; heuristic risk assignment.,above_3500,market_convention,False
DEL-NO-225-V3,"Tenant must give 90 days' notice, while landlord may terminate with 30 days' notice.",delhi,notice_lockin,le_3500,general_law,Caution,synthetic_augmented_v3,Synthetic clause generated for dataset expansion; heuristic risk assignment.,le_3500,general_law,False
DEL-NO-907-V3,"The agreement has a 10-month lock-in, during which tenant may not terminate.",delhi,notice_lockin,le_3500,general_law,Caution,synthetic_augmented_v3,Synthetic clause generated for dataset expansion; heuristic risk assignment.,le_3500,general_law,False
DEL-MA-115-V3,Landlord may deduct repair costs from deposit without supporting invoices.,delhi,maintenance,le_3500,general_law,Caution,synthetic_augmented_v3,Synthetic clause generated for dataset expansion; heuristic risk assignment.,le_3500,general_law,False
DEL-MA-638-V3,Landlord shall maintain common areas; tenant shall maintain the interior.,delhi,maintenance,above_3500,market_convention,Safe,synthetic_augmented_v3,Synthetic clause generated for dataset expansion; heuristic risk assignment.,above_3500,market_convention,False
DEL-MA-729-V3,"Landlord shall be responsible for structural repairs, tenant for routine maintenance.",delhi,maintenance,le_3500,general_law,Safe,synthetic_augmented_v3,Synthetic clause generated for dataset expansion; heuristic risk assignment.,le_3500,general_law,False
DEL-MA-167-V3,Tenant shall notify landlord of any repair need within 90 days.,delhi,maintenance,le_3500,general_law,Caution,synthetic_augmented_v3,Synthetic clause generated for dataset expansion; heuristic risk assignment.,le_3500,general_law,False
DEL-MA-564-V3,"Tenant shall bear all repair costs, including major structural repairs.",delhi,maintenance,above_3500,market_convention,Safe,synthetic_augmented_v3,Synthetic clause generated for dataset expansion; heuristic risk assignment.,above_3500,market_convention,False
DEL-MA-819-V3,Tenant shall notify landlord of any repair need within 60 days.,delhi,maintenance,above_3500,market_convention,Caution,synthetic_augmented_v3,Synthetic clause generated for dataset expansion; heuristic risk assignment.,above_3500,market_convention,False
DEL-MA-794-V3,Tenant shall notify landlord of any repair need within 30 days.,delhi,maintenance,above_3500,market_convention,Caution,synthetic_augmented_v3,Synthetic clause generated for dataset expansion; heuristic risk assignment.,above_3500,market_convention,False
DEL-MA-396-V3,Tenant shall notify landlord of any repair need within 45 days.,delhi,maintenance,above_3500,market_convention,Caution,synthetic_augmented_v3,Synthetic clause generated for dataset expansion; heuristic risk assignment.,above_3500,market_convention,False
DEL-MA-844-V3,Tenant shall notify landlord of any repair need within 15 days.,delhi,maintenance,le_3500,general_law,Caution,synthetic_augmented_v3,Synthetic clause generated for dataset expansion; heuristic risk assignment.,le_3500,general_law,False
DEL-RE-611-V3,Any rent increase must be agreed in writing by both parties.,delhi,rent_escalation,le_3500,general_law,Safe,synthetic_augmented_v3,Synthetic clause generated for dataset expansion; heuristic risk assignment.,le_3500,general_law,False
DEL-RE-189-V3,Rent shall be increased by 5% every 2 years as per applicable law.,delhi,rent_escalation,above_3500,market_convention,Safe,synthetic_augmented_v3,Synthetic clause generated for dataset expansion; heuristic risk assignment.,above_3500,market_convention,False
DEL-RE-620-V3,Rent shall be increased by 5% every 3 years as per applicable law.,delhi,rent_escalation,above_3500,market_convention,Safe,synthetic_augmented_v3,Synthetic clause generated for dataset expansion; heuristic risk assignment.,above_3500,market_convention,False
DEL-RE-578-V3,"Rent shall remain fixed for 5 years, then may be revised by mutual agreement.",delhi,rent_escalation,above_3500,market_convention,Caution,synthetic_augmented_v3,Synthetic clause generated for dataset expansion; heuristic risk assignment.,above_3500,market_convention,False
DEL-RE-630-V3,Landlord may increase rent at any time without notice.,delhi,rent_escalation,le_3500,general_law,High Risk,synthetic_augmented_v3,Synthetic clause generated for dataset expansion; heuristic risk assignment.,le_3500,general_law,False
DEL-RE-750-V3,"Rent shall remain fixed for 2 years, then may be revised by mutual agreement.",delhi,rent_escalation,le_3500,statutory,Caution,synthetic_augmented_v3,Synthetic clause generated for dataset expansion; heuristic risk assignment.,le_3500,statutory,False
DEL-RE-889-V3,"Rent shall remain fixed for 3 years, then may be revised by mutual agreement.",delhi,rent_escalation,le_3500,general_law,Caution,synthetic_augmented_v3,Synthetic clause generated for dataset expansion; heuristic risk assignment.,le_3500,general_law,False
DEL-RE-525-V3,Rent shall be increased by 8% every 5 years as per applicable law.,delhi,rent_escalation,le_3500,statutory,Safe,synthetic_augmented_v3,Synthetic clause generated for dataset expansion; heuristic risk assignment.,le_3500,statutory,False
DEL-RE-353-V3,Rent shall be increased by 15% every 1 years as per applicable law.,delhi,rent_escalation,le_3500,statutory,Safe,synthetic_augmented_v3,Synthetic clause generated for dataset expansion; heuristic risk assignment.,le_3500,statutory,False
DEL-RE-152-V3,Rent shall increase by 10% annually with 45 days' notice.,delhi,rent_escalation,above_3500,market_convention,Caution,synthetic_augmented_v3,Synthetic clause generated for dataset expansion; heuristic risk assignment.,above_3500,market_convention,False
DEL-RE-612-V3,Rent shall be increased by 25% every 2 years as per applicable law.,delhi,rent_escalation,above_3500,market_convention,Safe,synthetic_augmented_v3,Synthetic clause generated for dataset expansion; heuristic risk assignment.,above_3500,market_convention,False
DEL-RE-627-V3,Rent shall increase by 20% annually with 7 days' notice.,delhi,rent_escalation,le_3500,general_law,Caution,synthetic_augmented_v3,Synthetic clause generated for dataset expansion; heuristic risk assignment.,le_3500,general_law,False
